ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	CLPA_IDS	CONCEPTICON_ID	GLOTTOLOG	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	TURCHINID	INFOMAP
1933	Iban	to throw	tikau	t i k a u	1586	120 1076 838 997 868	1456	iban1264	1 7 1 7 7	AXBYZ	TIKAY	8	8.T.C 8.I.V 8.K.C 8.A.V 8.Y.V	2.0 1.5 1.75 1.3 0.8	0	3591	2561
1934	Berawan_Long_Terawan	to throw	niŋeʔ	n i ŋ e ʔ	1660	107 1076 801 1089 409	1456	west2564	4 7 4 7 1	AXBYN	NINEH	4	4.N.C 4.I.V 4.N.C 4.E.V 4.H.c	2.0 1.5 1.75 1.3 0.8	0	3587	2564
1935	Berawan_Long_Terawan	to throw	kateʔ	k a t e ʔ	1661	838 997 120 1089 409	1456	west2564	1 7 1 7 1	AXBYN	KATEH	4	4.K.C 4.A.V 4.T.C 4.E.V 4.H.c	2.0 1.5 1.75 1.3 0.8	0	3604	2551
1936	Moken	to throw	nʲəmat	nʲ ə m a t	1750	101 1022 241 997 120	1456	moke1242	4 7 4 7 1	AXBYN	NEMAT	12	12.N.C 12.E.V 12.M.C 12.A.V 12.T.c	2.0 1.5 1.75 1.3 0.8	0	3595	2546
1937	Hanunoo	to throw	pisik	p i s i k	1820	291 1076 89 1076 838	1456	hanu1241	1 7 3 7 1	AXBYN	PISIK	7	7.P.C 7.I.V 7.S.C 7.I.V 7.K.c	2.0 1.5 1.75 1.3 0.8	0	3590	2562
1938	Wuna	to throw	gʰompa	ɡʰ o m p a	669	836 887 241 291 997	1456	muna1247	1 7 4 1 7	AXMBZ	KUMPA	20	20.K.C 20.U.V 20.M.c 20.P.C 20.A.V	2.0 1.5 1.1 1.75 0.8	0	3603	2552
1939	Wuna	to throw	bandu	b a n d u	1873	257 997 107 145 868	1456	muna1247	1 7 4 1 7	AXMBZ	PANTY	20	20.P.C 20.A.V 20.N.c 20.T.C 20.Y.V	2.0 1.5 1.1 1.75 0.8	0	3600	2547
1940	Tetum	to throw	tuda	t u d a	106	120 868 145 997	1456	tetu1246	1 7 1 7	AXBZ	TYTA	16	16.T.C 16.Y.V 16.T.C 16.A.V	2.0 1.5 1.75 0.8	0	3599	2556
1941	Mailu	to throw	odaoda	o d a o d a	2005	887 145 997 887 145 997	1456	mail1248	7 1 7 7 1 7	XBYYBZ	UTAUTA	9	9.U.V 9.T.C 9.A.V 9.U.V 9.T.C 9.A.V	1.5 1.75 1.3 1.3 1.75 0.8	1	3592	2560
1942	Tsou	to throw	mtokʉ	m t o k ʉ	2160	241 120 887 838 968	1456	tsou1248	4 1 7 1 7	ACYBZ	MTUKY	18	18.M.C 18.T.C 18.U.V 18.K.C 18.Y.V	2.0 1.5 1.3 1.75 0.8	0	3594	2554
1943	Nias	to throw	handro	h a n d r o	2277	405 997 107 145 153 887	1456	nias1242	3 7 4 1 5 7	AXMBCZ	HANTRU	13	13.H.C 13.A.V 13.N.c 13.T.C 13.R.C 13.U.V	2.0 1.5 1.1 1.75 1.5 0.8	0	3596	2558
1944	Nias	to throw	tebu	t e b u	2278	120 1089 257 868	1456	nias1242	1 7 1 7	AXBZ	TEPY	13	13.T.C 13.E.V 13.P.C 13.Y.V	2.0 1.5 1.75 0.8	0	3606	2549
1945	Central Amis	to throw	mifalah	m i f a l a h	2405	241 1076 452 997 554 997 405	1456	amis1246	4 7 3 7 5 7 3	AXBYBYN	MIBALAH	5	5.M.C 5.I.V 5.B.C 5.A.V 5.L.C 5.A.V 5.H.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	3588	2545
1946	Central Amis	to throw	tekur	t e k u r	2406	120 1089 838 868 153	1456	amis1246	1 7 1 7 5	AXBYN	TEKYR	5	5.T.C 5.E.V 5.K.C 5.Y.V 5.R.c	2.0 1.5 1.75 1.3 0.8	0	3591	2550
1947	Central Amis	to throw	falah	f a l a h	2407	452 997 554 997 405	1456	amis1246	3 7 5 7 3	AXBYN	BALAH	5	5.B.C 5.A.V 5.L.C 5.A.V 5.H.c	2.0 1.5 1.75 1.3 0.8	0	3609	2545
1948	Chamorro	to throw	aguet	a ɡ u e t	2547	997 831 868 1089 120	1456	cham1312	7 1 7 7 1	XBYYN	AKYET	6	6.A.V 6.K.C 6.Y.V 6.E.V 6.T.c	1.5 1.75 1.3 1.3 0.8	0	3589	2563
1949	Banoni	to throw	vigi	v i ɡ i	2658	451 1076 831 1076	1456	bann1247	3 7 1 7	AXBZ	BIKI	2	2.B.C 2.I.V 2.K.C 2.I.V	2.0 1.5 1.75 0.8	0	3585	2565
1950	Singhi	to throw	nʲokad	nʲ o k a d	2785	101 887 838 997 145	1456	baub1235	4 7 1 7 1	AXBYN	NUKAT	15	15.N.C 15.U.V 15.K.C 15.A.V 15.T.c	2.0 1.5 1.75 1.3 0.8	0	3598	2546
1951	Singhi	to throw	mout	m o u t	2786	241 887 868 120	1456	baub1235	4 7 7 1	AXYN	MUYT	15	15.M.C 15.U.V 15.Y.V 15.T.c	2.0 1.5 1.3 0.8	0	3594	2548
1330	Maloh	to tie up, fasten	miŋket	m i ŋ k e t	84	241 1076 801 838 1089 120	1094	emba1238	4 7 4 1 7 1	AXMBYN	MINKET	10	10.M.C 10.I.V 10.N.c 10.K.C 10.E.V 10.T.c	2.0 1.5 1.1 1.75 1.3 0.8	0	3617	2568
1331	Merina_Malagasy	to tie up, fasten	miféhj	m i f e h j	1083	241 1076 452 1089 405 570	1094	plat1254	4 7 3 7 3 6	AXBYBC	MIBEHJ	11	11.M.C 11.I.V 11.B.C 11.E.V 11.H.C 11.J.C	2.0 1.5 1.75 1.3 1.75 1.5	0	3618	2572
1332	Thao	to tie up, fasten	qmucquc	q m u c q u c	1188	757 241 868 606 757 868 606	1094	thao1240	1 4 7 1 1 7 1	ACXMBYN	KMYCKYC	17	17.K.C 17.M.C 17.Y.V 17.C.c 17.K.C 17.Y.V 17.C.c	2.0 1.5 1.5 1.1 1.75 1.3 0.8	0	3612	2576
1333	Palauan	to tie up, fasten	mesaur	m e s a u r	1296	241 1089 89 997 868 153	1094	pala1344	4 7 3 7 7 5	AXBYYN	MESAYR	14	14.M.C 14.E.V 14.S.C 14.A.V 14.Y.V 14.R.c	2.0 1.5 1.75 1.3 1.3 0.8	0	3614	2574
1334	Tunjung	to tie up, fasten	məcat	m ə c a t	1427	241 1022 606 997 120	1094	tunj1244	4 7 1 7 1	AXBYN	MECAT	19	19.M.C 19.E.V 19.C.C 19.A.V 19.T.c	2.0 1.5 1.75 1.3 0.8	0	3613	2568
1335	Bare'e	to tie up, fasten	kombi	k o m b i	1505	838 887 241 257 1076	1094	pamo1252	1 7 4 1 7	AXMBZ	KUMPI	3	3.K.C 3.U.V 3.M.c 3.P.C 3.I.V	2.0 1.5 1.1 1.75 0.8	0	3612	2569
1336	Iban	to tie up, fasten	kebat	k e b a t	1575	838 1089 257 997 120	1094	iban1264	1 7 1 7 1	AXBYN	KEPAT	8	8.K.C 8.E.V 8.P.C 8.A.V 8.T.c	2.0 1.5 1.75 1.3 0.8	0	3616	2571
1337	Iban	to tie up, fasten	nancʰaŋ	n a n cʰ a ŋ	1576	107 997 107 604 997 801	1094	iban1264	4 7 4 1 7 4	AXMBYN	NANCAN	8	8.N.C 8.A.V 8.N.c 8.C.C 8.A.V 8.N.c	2.0 1.5 1.1 1.75 1.3 0.8	0	3628	2580
1338	Iban	to tie up, fasten	naŋːam	n a ŋː a m	1577	107 997 804 997 241	1094	iban1264	4 7 4 7 4	AXBYN	NANAM	8	8.N.C 8.A.V 8.N.C 8.A.V 8.M.c	2.0 1.5 1.75 1.3 0.8	0	3628	2584
1339	Berawan_Long_Terawan	to tie up, fasten	mikeʔ	m i k e ʔ	84	241 1076 838 1089 409	1094	west2564	4 7 1 7 1	AXBYN	MIKEH	4	4.M.C 4.I.V 4.K.C 4.E.V 4.H.c	2.0 1.5 1.75 1.3 0.8	0	3613	2568
1340	Moken	to tie up, fasten	mekat	m e k a t	84	241 1089 838 997 120	1094	moke1242	4 7 1 7 1	AXBYN	MEKAT	12	12.M.C 12.E.V 12.K.C 12.A.V 12.T.c	2.0 1.5 1.75 1.3 0.8	0	3613	2568
1341	Moken	to tie up, fasten	lebaj	l e b a j	1736	554 1089 257 997 570	1094	moke1242	5 7 1 7 6	AXBYN	LEPAJ	12	12.L.C 12.E.V 12.P.C 12.A.V 12.J.c	2.0 1.5 1.75 1.3 0.8	0	3629	2581
1342	Hanunoo	to tie up, fasten	higut	h i ɡ u t	84	405 1076 831 868 120	1094	hanu1241	3 7 1 7 1	AXBYN	HIKYT	7	7.H.C 7.I.V 7.K.C 7.Y.V 7.T.c	2.0 1.5 1.75 1.3 0.8	0	3615	2568
1343	Wuna	to tie up, fasten	netapu	n e t a p u	1864	107 1089 120 997 291 868	1094	muna1247	4 7 1 7 1 7	AXBYBZ	NETAPY	20	20.N.C 20.E.V 20.T.C 20.A.V 20.P.C 20.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	0	3626	2578
1344	Tetum	to tie up, fasten	futu	f u t u	-206	452 868 120 868	1094	tetu1246	3 7 1 7	AXBZ	BYTY	16	16.B.C 16.Y.V 16.T.C 16.Y.V	2.0 1.5 1.75 0.8	0	3611	2575
1345	Tetum	to tie up, fasten	kmeti	k m e t i	1896	838 241 1089 120 1076	1094	tetu1246	1 4 7 1 7	ACXBZ	KMETI	16	16.K.C 16.M.C 16.E.V 16.T.C 16.I.V	2.0 1.5 1.5 1.75 0.8	0	3612	2582
1346	Tsou	to tie up, fasten	maepoeisi	m a e p o e i s i	2134	241 997 1089 291 887 1089 1076 89 1076	1094	tsou1248	4 7 7 1 7 7 7 3 7	AXYBYYYBZ	MAEPUEISI	18	18.M.C 18.A.V 18.E.V 18.P.C 18.U.V 18.E.V 18.I.V 18.S.C 18.I.V	2.0 1.5 1.3 1.75 1.3 1.3 1.3 1.75 0.8	0	3618	2577
1347	Nias	to tie up, fasten	bugõ	b u ɡ õ	2260	257 868 831 883	1094	nias1242	1 7 1 7	AXBZ	PYKU	13	13.P.C 13.Y.V 13.K.C 13.U.V	2.0 1.5 1.75 0.8	0	3620	2573
1348	Central Amis	to tie up, fasten	masuqut	m a s u q u t	2380	241 997 89 868 757 868 120	1094	amis1246	4 7 3 7 1 7 1	AXBYBYN	MASYKYT	5	5.M.C 5.A.V 5.S.C 5.Y.V 5.K.C 5.Y.V 5.T.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	3614	2568
1349	Central Amis	to tie up, fasten	falulen	f a l u l e n	2381	452 997 554 868 554 1089 107	1094	amis1246	3 7 5 7 5 7 4	AXBYBYN	BALYLEN	5	5.B.C 5.A.V 5.L.C 5.Y.V 5.L.C 5.E.V 5.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	3627	2579
1350	Central Amis	to tie up, fasten	soʔot	s o ʔ o t	2382	89 887 409 887 120	1094	amis1246	3 7 1 7 1	AXBYN	SUHUT	5	5.S.C 5.U.V 5.H.C 5.U.V 5.T.c	2.0 1.5 1.75 1.3 0.8	0	3631	2583
1351	Banoni	to tie up, fasten	patsuna	p a t s u n a	2632	291 997 120 89 868 107 997	1094	bann1247	1 7 1 3 7 4 7	AXBCYBZ	PATSYNA	2	2.P.C 2.A.V 2.T.C 2.S.C 2.Y.V 2.N.C 2.A.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	0	3611	2570
1352	Banggi	to tie up, fasten	nigad	n i ɡ a d	84	107 1076 831 997 145	1094	bong1289	4 7 1 7 1	AXBYN	NIKAT	1	1.N.C 1.I.V 1.K.C 1.A.V 1.T.c	2.0 1.5 1.75 1.3 0.8	0	3610	2568
137	Maloh	to turn	lempaŋ	l e m p a ŋ	1002	554 1089 241 291 997 801	1588	emba1238	5 7 4 1 7 4	AXMBYN	LEMPAN	10	10.L.C 10.E.V 10.M.c 10.P.C 10.A.V 10.N.c	2.0 1.5 1.1 1.75 1.3 0.8	0	3638	2596
138	Merina_Malagasy	to turn	vilj	v i l j	-367	451 1076 554 570	1588	plat1254	3 7 5 6	AXBC	BILJ	11	11.B.C 11.I.V 11.L.C 11.J.C	2.0 1.5 1.75 1.5	0	3639	2585
139	Thao	to turn	taushuqish	t a u s h u q i s h	1163	120 997 868 89 405 868 757 1076 89 405	1588	thao1240	1 7 7 3 3 7 1 7 3 3	AXYMBYBYLN	TAYSHYKISH	17	17.T.C 17.A.V 17.Y.V 17.S.c 17.H.C 17.Y.V 17.K.C 17.I.V 17.S.c 17.H.c	2.0 1.5 1.3 1.1 1.75 1.3 1.75 1.3 1.1 0.8	0	3644	2592
140	Palauan	to turn	meŋesoim	m e ŋ e s o i m	1255	241 1089 801 1089 89 887 1076 241	1588	pala1344	4 7 4 7 3 7 7 4	AXBYBYYN	MENESUIM	14	14.M.C 14.E.V 14.N.C 14.E.V 14.S.C 14.U.V 14.I.V 14.M.c	2.0 1.5 1.75 1.3 1.75 1.3 1.3 0.8	0	3641	2594
141	Tunjung	to turn	nencaŋ	n e n c a ŋ	1403	107 1089 107 606 997 801	1588	tunj1244	4 7 4 1 7 4	AXMBYN	NENCAN	19	19.N.C 19.E.V 19.N.c 19.C.C 19.A.V 19.N.c	2.0 1.5 1.1 1.75 1.3 0.8	0	3646	2590
142	Bare'e	to turn	gili	ɡ i l i	591	831 1076 554 1076	1588	pamo1252	1 7 5 7	AXBZ	KILI	3	3.K.C 3.I.V 3.L.C 3.I.V	2.0 1.5 1.75 0.8	0	3633	2599
143	Iban	to turn	bilok	b i l o k	431	257 1076 554 887 838	1588	iban1264	1 7 5 7 1	AXBYN	PILUK	8	8.P.C 8.I.V 8.L.C 8.U.V 8.K.c	2.0 1.5 1.75 1.3 0.8	0	3632	2585
144	Berawan_Long_Terawan	to turn	ŋəlibiʔ	ŋ ə l i b i ʔ	1632	801 1022 554 1076 257 1076 409	1588	west2564	4 7 5 7 1 7 1	AXBYBYN	NELIPIH	4	4.N.C 4.E.V 4.L.C 4.I.V 4.P.C 4.I.V 4.H.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	3634	2598
145	Moken	to turn	nʲiliək	nʲ i l i ə k	1704	101 1076 554 1076 1022 838	1588	moke1242	4 7 5 7 7 1	AXBYYN	NILIEK	12	12.N.C 12.I.V 12.L.C 12.I.V 12.E.V 12.K.c	2.0 1.5 1.75 1.3 1.3 0.8	0	3634	2595
146	Hanunoo	to turn	simaŋ	s i m a ŋ	1799	89 1076 241 997 801	1588	hanu1241	3 7 4 7 4	AXBYN	SIMAN	7	7.S.C 7.I.V 7.M.C 7.A.V 7.N.c	2.0 1.5 1.75 1.3 0.8	0	3636	2586
147	Wuna	to turn	nobelo	n o b e l o	1860	107 887 257 1089 554 887	1588	muna1247	4 7 1 7 5 7	AXBYBZ	NUPELU	20	20.N.C 20.U.V 20.P.C 20.E.V 20.L.C 20.U.V	2.0 1.5 1.75 1.3 1.75 0.8	0	3647	2589
148	Tetum	to turn	filas	f i l a s	-367	452 1076 554 997 89	1588	tetu1246	3 7 5 7 3	AXBYN	BILAS	16	16.B.C 16.I.V 16.L.C 16.A.V 16.S.c	2.0 1.5 1.75 1.3 0.8	0	3632	2585
149	Tetum	to turn	fila	f i l a	-367	452 1076 554 997	1588	tetu1246	3 7 5 7	AXBZ	BILA	16	16.B.C 16.I.V 16.L.C 16.A.V	2.0 1.5 1.75 0.8	0	3632	2585
150	Tetum	to turn	faur	f a u r	-367	452 997 868 153	1588	tetu1246	3 7 7 5	AXYN	BAYR	16	16.B.C 16.A.V 16.Y.V 16.R.c	2.0 1.5 1.3 0.8	0	3632	2587
151	Tsou	to turn	miunu	m i u n u	2101	241 1076 868 107 868	1588	tsou1248	4 7 7 4 7	AXYBZ	MIYNY	18	18.M.C 18.I.V 18.Y.V 18.N.C 18.Y.V	2.0 1.5 1.3 1.75 0.8	0	3641	2591
152	Central Amis	to turn	maliwuŋ	m a l i w u ŋ	2335	241 997 554 1076 462 868 801	1588	amis1246	4 7 5 7 6 7 4	AXBYBYN	MALIWYN	5	5.M.C 5.A.V 5.L.C 5.I.V 5.W.C 5.Y.V 5.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	3635	2597
153	Banoni	to turn	beruː	b e r uː	2603	257 1089 153 860	1588	bann1247	1 7 5 7	AXBZ	PERY	2	2.P.C 2.E.V 2.R.C 2.Y.V	2.0 1.5 1.75 0.8	0	3632	2600
154	Banoni	to turn	vegom	v e ɡ o m	2604	451 1089 831 887 241	1588	bann1247	3 7 1 7 4	AXBYN	BEKUM	2	2.B.C 2.E.V 2.K.C 2.U.V 2.M.c	2.0 1.5 1.75 1.3 0.8	0	3648	2588
155	Singhi	to turn	kus	k u s	2746	838 868 89	1588	baub1235	1 7 3	AXN	KYS	15	15.K.C 15.Y.V 15.S.c	2.0 1.5 0.8	0	3642	2593
690	Maloh	to vomit	talimbuak	t a l i m b u a k	-794	120 997 554 1076 241 257 868 997 838	1278	emba1238	1 7 5 7 4 1 7 7 1	AXBYMBYYN	TALIMPYAK	10	10.T.C 10.A.V 10.L.C 10.I.V 10.M.c 10.P.C 10.Y.V 10.A.V 10.K.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.3 0.8	0	3649	2606
691	Merina_Malagasy	to vomit	mandoa	m a n d o a	1067	241 997 107 145 887 997	1278	plat1254	4 7 4 1 7 7	AXMBYZ	MANTUA	11	11.M.C 11.A.V 11.N.c 11.T.C 11.U.V 11.A.V	2.0 1.5 1.1 1.75 1.3 0.8	0	3657	2607
692	Thao	to vomit	mutaq	m u t a q	794	241 868 120 997 757	1278	thao1240	4 7 1 7 1	AXBYN	MYTAK	17	17.M.C 17.Y.V 17.T.C 17.A.V 17.K.c	2.0 1.5 1.75 1.3 0.8	0	3652	2601
693	Palauan	to vomit	mudecʰ	m u d e cʰ	794	241 868 145 1089 604	1278	pala1344	4 7 1 7 1	AXBYN	MYTEC	14	14.M.C 14.Y.V 14.T.C 14.E.V 14.C.c	2.0 1.5 1.75 1.3 0.8	0	3652	2601
694	Tunjung	to vomit	notaʔ	n o t a ʔ	794	107 887 120 997 409	1278	tunj1244	4 7 1 7 1	AXBYN	NUTAH	19	19.N.C 19.U.V 19.T.C 19.A.V 19.H.c	2.0 1.5 1.75 1.3 0.8	0	3651	2601
695	Bare'e	to vomit	melua	m e l u a	112	241 1089 554 868 997	1278	pamo1252	4 7 5 7 7	AXBYZ	MELYA	3	3.M.C 3.E.V 3.L.C 3.Y.V 3.A.V	2.0 1.5 1.75 1.3 0.8	0	3650	2603
696	Iban	to vomit	mutah	m u t a h	794	241 868 120 997 405	1278	iban1264	4 7 1 7 3	AXBYN	MYTAH	8	8.M.C 8.Y.V 8.T.C 8.A.V 8.H.c	2.0 1.5 1.75 1.3 0.8	0	3652	2601
697	Berawan_Long_Terawan	to vomit	nʲuta	nʲ u t a	794	101 868 120 997	1278	west2564	4 7 1 7	AXBZ	NYTA	4	4.N.C 4.Y.V 4.T.C 4.A.V	2.0 1.5 1.75 0.8	0	3651	2601
698	Moken	to vomit	motaːk	m o t aː k	794	241 887 120 1004 838	1278	moke1242	4 7 1 7 1	AXBYN	MUTAK	12	12.M.C 12.U.V 12.T.C 12.A.V 12.K.c	2.0 1.5 1.75 1.3 0.8	0	3652	2601
699	Hanunoo	to vomit	sumuka	s u m u k a	470	89 868 241 868 838 997	1278	hanu1241	3 7 4 7 1 7	AXBYBZ	SYMYKA	7	7.S.C 7.Y.V 7.M.C 7.Y.V 7.K.C 7.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	3653	2604
700	Wuna	to vomit	toŋka	t o ŋ k a	112	120 887 801 838 997	1278	muna1247	1 7 4 1 7	AXMBZ	TUNKA	20	20.T.C 20.U.V 20.N.c 20.K.C 20.A.V	2.0 1.5 1.1 1.75 0.8	0	3666	2610
701	Tetum	to vomit	kalea	k a l e a	1887	838 997 554 1089 997	1278	tetu1246	1 7 5 7 7	AXBYZ	KALEA	16	16.K.C 16.A.V 16.L.C 16.E.V 16.A.V	2.0 1.5 1.75 1.3 0.8	0	3662	2608
702	Tetum	to vomit	muta	m u t a	794	241 868 120 997	1278	tetu1246	4 7 1 7	AXBZ	MYTA	16	16.M.C 16.Y.V 16.T.C 16.A.V	2.0 1.5 1.75 0.8	0	3652	2601
703	Mailu	to vomit	gobagoba	ɡ o b a ɡ o b a	-499	831 887 257 997 831 887 257 997	1278	mail1248	1 7 1 7 1 7 1 7	AXBYBYBZ	KUPAKUPA	9	9.K.C 9.U.V 9.P.C 9.A.V 9.K.C 9.U.V 9.P.C 9.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	3655	2605
704	Tsou	to vomit	teabuto	t e a b u t o	794	120 1089 997 257 868 120 887	1278	tsou1248	1 7 7 1 7 1 7	AXYBYBZ	TEAPYTU	18	18.T.C 18.E.V 18.A.V 18.P.C 18.Y.V 18.T.C 18.U.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	0	3664	2609
705	Nias	to vomit	muta	m u t a	794	241 868 120 997	1278	nias1242	4 7 1 7	AXBZ	MYTA	13	13.M.C 13.Y.V 13.T.C 13.A.V	2.0 1.5 1.75 0.8	0	3652	2601
706	Central Amis	to vomit	mutaq	m u t a q	794	241 868 120 997 757	1278	amis1246	4 7 1 7 1	AXBYN	MYTAK	5	5.M.C 5.Y.V 5.T.C 5.A.V 5.K.c	2.0 1.5 1.75 1.3 0.8	0	3652	2601
707	Central Amis	to vomit	mautaʕ	m a u t a ʕ	794	241 997 868 120 997 641	1278	amis1246	4 7 7 1 7 1	AXYBYN	MAYTAH	5	5.M.C 5.A.V 5.Y.V 5.T.C 5.A.V 5.H.c	2.0 1.5 1.3 1.75 1.3 0.8	0	3652	2601
708	Banoni	to vomit	toruː	t o r uː	2621	120 887 153 860	1278	bann1247	1 7 5 7	AXBZ	TURY	2	2.T.C 2.U.V 2.R.C 2.Y.V	2.0 1.5 1.75 0.8	0	3649	2602
709	Singhi	to vomit	ŋutah	ŋ u t a h	794	801 868 120 997 405	1278	baub1235	4 7 1 7 3	AXBYN	NYTAH	15	15.N.C 15.Y.V 15.T.C 15.A.V 15.H.c	2.0 1.5 1.75 1.3 0.8	0	3651	2601
80	Maloh	to walk	lambaʔ	l a m b a ʔ	563	554 997 241 257 997 409	1443	emba1238	5 7 4 1 7 1	AXMBYN	LAMPAH	10	10.L.C 10.A.V 10.M.c 10.P.C 10.A.V 10.H.c	2.0 1.5 1.1 1.75 1.3 0.8	0	3670	2614
81	Merina_Malagasy	to walk	mandéha	m a n d e h a	1054	241 997 107 145 1089 405 997	1443	plat1254	4 7 4 1 7 3 7	AXMBYBZ	MANTEHA	11	11.M.C 11.A.V 11.N.c 11.T.C 11.E.V 11.H.C 11.A.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	0	3676	2620
82	Palauan	to walk	merael	m e r a e l	212	241 1089 153 997 1089 554	1443	pala1344	4 7 5 7 7 5	AXBYYN	MERAEL	14	14.M.C 14.E.V 14.R.C 14.A.V 14.E.V 14.L.c	2.0 1.5 1.75 1.3 1.3 0.8	0	3679	2619
83	Tunjung	to walk	calan	c a l a n	212	606 997 554 997 107	1443	tunj1244	1 7 5 7 4	AXBYN	CALAN	19	19.C.C 19.A.V 19.L.C 19.A.V 19.N.c	2.0 1.5 1.75 1.3 0.8	0	3683	2615
84	Bare'e	to walk	linja	l i n j a	99	554 1076 107 570 997	1443	pamo1252	5 7 4 6 7	AXBCZ	LINJA	3	3.L.C 3.I.V 3.N.C 3.J.C 3.A.V	2.0 1.5 1.75 1.5 0.8	0	3668	2616
85	Iban	to walk	jalai	j a l a i	212	570 997 554 997 1076	1443	iban1264	6 7 5 7 7	AXBYZ	JALAI	8	8.J.C 8.A.V 8.L.C 8.A.V 8.I.V	2.0 1.5 1.75 1.3 0.8	0	3673	2615
86	Berawan_Long_Terawan	to walk	lakaw	l a k a w	57	554 997 838 997 462	1443	west2564	5 7 1 7 6	AXBYN	LAKAW	4	4.L.C 4.A.V 4.K.C 4.A.V 4.W.c	2.0 1.5 1.75 1.3 0.8	0	3669	2611
87	Moken	to walk	lakaw	l a k a w	57	554 997 838 997 462	1443	moke1242	5 7 1 7 6	AXBYN	LAKAW	12	12.L.C 12.A.V 12.K.C 12.A.V 12.W.c	2.0 1.5 1.75 1.3 0.8	0	3669	2611
88	Hanunoo	to walk	lumakaw	l u m a k a w	57	554 868 241 997 838 997 462	1443	hanu1241	5 7 4 7 1 7 6	AXBYBYN	LYMAKAW	7	7.L.C 7.Y.V 7.M.C 7.A.V 7.K.C 7.A.V 7.W.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	3670	2611
89	Wuna	to walk	nokala	n o k a l a	362	107 887 838 997 554 997	1443	muna1247	4 7 1 7 5 7	AXBYBZ	NUKALA	20	20.N.C 20.U.V 20.K.C 20.A.V 20.L.C 20.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	3684	2617
90	Tetum	to walk	laʔo	l a ʔ o	57	554 997 409 887	1443	tetu1246	5 7 1 7	AXBZ	LAHU	16	16.L.C 16.A.V 16.H.C 16.U.V	2.0 1.5 1.75 0.8	0	3671	2612
91	Mailu	to walk	baebae	b a e b a e	1937	257 997 1089 257 997 1089	1443	mail1248	1 7 7 1 7 7	AXYBYZ	PAEPAE	9	9.P.C 9.A.V 9.E.V 9.P.C 9.A.V 9.E.V	2.0 1.5 1.3 1.75 1.3 0.8	0	3674	2621
92	Tsou	to walk	coeconʉ	c o e c o n ʉ	2100	606 887 1089 606 887 107 968	1443	tsou1248	1 7 7 1 7 4 7	AXYBYBZ	CUECUNY	18	18.C.C 18.U.V 18.E.V 18.C.C 18.U.V 18.N.C 18.Y.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	0	3682	2618
93	Nias	to walk	fanõ	f a n õ	416	452 997 107 883	1443	nias1242	3 7 4 7	AXBZ	BANU	13	13.B.C 13.A.V 13.N.C 13.U.V	2.0 1.5 1.75 0.8	0	3678	2613
94	Central Amis	to walk	lumakat	l u m a k a t	690	554 868 241 997 838 997 120	1443	amis1246	5 7 4 7 1 7 1	AXBYBYN	LYMAKAT	5	5.L.C 5.Y.V 5.M.C 5.A.V 5.K.C 5.A.V 5.T.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	3670	2611
95	Central Amis	to walk	rumakat	r u m a k a t	690	153 868 241 997 838 997 120	1443	amis1246	5 7 4 7 1 7 1	AXBYBYN	RYMAKAT	5	5.R.C 5.Y.V 5.M.C 5.A.V 5.K.C 5.A.V 5.T.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	3670	2611
96	Chamorro	to walk	lahu	l a h u	57	554 997 405 868	1443	cham1312	5 7 3 7	AXBZ	LAHY	6	6.L.C 6.A.V 6.H.C 6.Y.V	2.0 1.5 1.75 0.8	0	3671	2612
97	Singhi	to walk	ponu	p o n u	416	291 887 107 868	1443	baub1235	1 7 4 7	AXBZ	PUNY	15	15.P.C 15.U.V 15.N.C 15.Y.V	2.0 1.5 1.75 0.8	0	3678	2613
98	Banggi	to walk	empaːno	e m p aː n o	416	1089 241 291 1004 107 887	1443	bong1289	7 4 1 7 4 7	XMBYBZ	EMPANU	1	1.E.V 1.M.c 1.P.C 1.A.V 1.N.C 1.U.V	1.5 1.1 1.75 1.3 1.75 0.8	0	3667	2614
1701	Thao	to work	mubuhat	m u b u h a t	1199	241 868 257 868 405 997 120	1086	thao1240	4 7 1 7 3 7 1	AXBYBYN	MYPYHAT	17	17.M.C 17.Y.V 17.P.C 17.Y.V 17.H.C 17.A.V 17.T.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	3697	2624
